Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.4884676249930635
alt,false,27.714285714285715
bio01,false,200.58928571428572
bio02,false,122.75
bio03,false,44.839285714285715
bio04,false,5570.160714285715
bio05,false,326.92857142857144
bio06,false,54.69642857142857
bio07,false,272.23214285714283
bio08,false,266.875
bio09,false,160.76785714285714
bio10,false,267.75
bio11,false,125.82142857142857
bio12,false,1362.5357142857142
bio13,false,185.0
bio14,false,63.92857142857143
bio15,false,35.625
bio16,false,514.5535714285714
bio17,false,222.57142857142858
bio18,false,506.42857142857144
bio19,false,275.60714285714283
